,0
5b71b92d5e44b158b7cbff6eb83d3b1b,1811.0
56746295e600d52d1ca6832099704ccf,1808.0
8aac186f39f76cd5b54eb518d7386d1f,1771.0
0fc0c28359879a05dd60cf449620d205,1717.0
6b50326f7bb266f3aa0b5c97e00f1930,1692.0
de0245bb5bb8ef41616a599925259b24,1664.0
96aef2271ce9f7eda5e38349510503c1,1656.0
95629cc9ba3e904a0c329c2deeaeeb97,1655.0
1f821d34616ac86ebffc08a33213e825,1637.0
872f16500f41a2bfee8ac0d0e3ff24e9,1633.0
1689dfe60dbeca50de992c69f900e447,1624.0
f0846b870bda44a6c62d754f22bc8f6c,1596.0
165f7e8be17eee3b256d86b65db59309,1590.0
0a3ac7e7465db6905abd4a11ff3173ed,1584.0
4e49fad87bdde3f4350cd09688e753a9,1557.0
08b7eecd4566f476ecf8c2ba24406091,1544.0
1e1e6dd00ea81165ac74626db927426c,1543.0
135db40c0202c17687da0608d75ae8c2,1539.0
19c693f42cb365035c714e619ba37005,1534.0
545c7b1be8d2c9e21918ad182a9a0453,1532.0
aade92a95ba23ea7cc72726b4e000cd5,1506.0
a6168f23fc80360035d293bc99bdc327,1499.0
4b902ce6b08b751acbac37afe1622887,1485.0
993fb0225e031db94f93ef9edfd8211b,1480.0
9497aeb2addfd639d7f0a836026f5827,1477.0
257e9fe5de54e9557657e002c6ad0336,1468.0
f148dcc21fd491f37dedc4ac6317c747,1467.0
687212137ca5ab09e008dd35756f0f33,1459.0
7448c63ffaea243a48808a0eb4e719e9,1456.0
f42c662a07b5b7521533f68bd66cd223,1444.0
bd14fed295775c71af96c78cc0cfeba0,1385.0
b3326bd480fdcd5b5535febc7a2c653f,1367.0
e8b359b82d104c48c91b7882174dc0e2,1362.0
107e08ddbd6b7327c59d65c7f9e7a799,1350.0
b71695e6fd020b9549081d4293cc61cc,1335.0
35d022dd6cfc26c89a43df50a5007957,1321.0
dd7387523d92910b3a6100c0eb893790,1316.0
f0795c49f92d14dc6b5fefb0e1c4f1e4,1312.0
567e7af10c22551abda47dee1d60c380,1296.0
ec52b4df2209091cf826f5b3f9a6aaf5,1277.0
2e2cd7fd1067fd9faaf9076dfc91fafa,1239.0
15e4115ed21124be682ba1917dc0eb53,1234.0
27fe9e2e17b85f135e4d1175c32e1995,1230.0
010f2837047966c0edf53b3efc118241,1194.0
07badf6a8d6ec0574d36a07e91804dc3,1192.0
65e3ad81b3959bccd47102cecaf7ba1a,1186.0
93d816e9b4fc193cb6e84ce812ad0e8c,1169.0
43678530f840088116b6e0ec6d36a14d,1145.0
265df12040364c469e78c1e4d4ca1219,1136.0
c269483ca9101fd5b96bc32488d0d6b4,1112.0
56b62842074cd0dde17ac4a9af28ba3d,1084.0
8dcb7b8a11d0649cebcd39027e587f40,1063.0
3701d2df80cf784829c3cf99258f7825,1062.0
d9b3e476c7b929e5e239cbdb115d7ae9,1055.0
df264a7dec09c1610e127b54be250723,1055.0
40b6e68636ca8ed3ce88e99cb55576fb,1048.0
1f1e32268fe6cd52691dab5d7d160438,1035.0
4247e81ae4762646cb53187bf747b63e,1028.0
d5b0773bc6406b8ecbb635021c330eff,1023.0
9bb816b1d351158f98b7d7bb1b447243,1022.0
c071746628e9a087d188b614b07de11d,1018.0
d7c749b8733ed700bc75c3d017ffbe88,995.0
8a72d58e4038151d33c9d80ea63ee927,992.0
7582a61cfbee9e2ec53f73aa6647415e,983.0
31ff54552732ea150785770bf000e935,971.0
d48e3700b071cf96fb97c27de33d26c7,958.0
1957f98c452a22025213f0d29f3084c2,958.0
89dea2724fcebe7b579c5d360e4fbe1f,939.0
09ef5b8a0fa3cc197793b5ea999ad945,933.0
e0b48feee9ea81bce70a85b2c5129e97,925.0
7709e09638aefb3db5767775b86c54a2,924.0
3b9a6dbc642e91a5f75c4789b919e9d0,918.0
c12db058293ad3185584bb8c21c94373,917.0
14dc325586b320144ce4d0772a7cb181,915.0
7ffceaddbddf9d57365f7fa9318e2db6,910.0
db17ffc9ff93f8bbd09344a6fa5f2535,905.0
e5a9d3d885e7ee8dfc3a98772583bf59,892.0
7d26256335beda4ddee4d93187024862,889.0
407f27db3eea27b44bb1a0b2afa20ed2,888.0
d6a485253d8b4330f6901769943c89f7,865.0
0ceb24a9ef5475223aa523cb2f7d5855,862.0
04fa4c7784dd5589ec9f958e0b17c0f2,860.0
71d7111df460602a9b918eccd8583f9c,857.0
b03b271beb2ae28c98a55cc6b00bde0e,854.0
51352dc036ad53128b9e63cb44a3cc1e,848.0
2db84b8b27a449ded5f1514a93fc3e1f,846.0
af755f37c5d08630767944670f6cbb3d,845.0
68cb68196717d7a9c539ca210dd42e5d,845.0
afef5d10b47295e8a223446564096ffc,844.0
93a1f0f228a7a40eb750597108bf788f,837.0
d3ceba189b49a578e1159b88cc74b44b,832.0
49908744fa45787053537dcf3ad9bf34,828.0
cb8ab8c94bb38bca2b8b74f01248443d,817.0
e467fe02a9bb3a70d6a0e9361edcebe7,796.0
fe7b988990c5187c1b8e66425ac7c10e,771.0
2b390c1f777d2733bead11708b5e24ff,770.0
6cc4f0061568b9fa31acdba378dec8d2,767.0
e9cf15a1839f29dca956ab429691c1cf,767.0
f544431ef257613d3a7972fcbb62e6a6,761.0
1c2e116267ae9770ab2e87191e443c61,756.0
a46abf08c8e259f0026caab72161f25d,712.0
0102bf9d6ee4cc623d286a4514d81a83,708.0
6b7c453386e075cdceca76ef7b5ed8f3,703.0
0faae93e86b48ede114e34af8a00e6c3,700.0
4e302f1c1f6b31748748eb14974e9349,698.0
518409bd7a48e6a0002c3deb46409291,698.0
75f10edbad9d0bcb1b6e3000daf331ce,690.0
f3097272517bc13c1fdd5fc09711363d,688.0
d1105078a72cef4a2fcf281bb2d913ff,684.0
3b895fa9cb9989bd27cb841155c577c2,683.0
1a33a28e16a84191837c51d3baff2457,680.0
5dc9d5b639fa19c9caf6e4d74c8430fd,679.0
033f53d90ea27da05f404e53b4449e74,673.0
31c19fabac4531a1c36b664dba0414e6,666.0
41f3c35cac5b233361f710820112595d,655.0
31b35312d22395de160337474c2f72d4,655.0
f38a3cdd0a808951a43863926c6759c0,651.0
5017012a323783191409a5ccf3066b3f,650.0
ba8a4092545b85689d998b72eb7b1d74,648.0
02afebb71268594917fa69fbc6637889,640.0
9215434390696af6917f3df6e0d73eee,623.0
23998167ded263e8824bb13528fe9cac,621.0
91c951c7efb0ad6ecd3aa8c6393abcb7,616.0
628157712375d6958b25bb4c4f25bc99,614.0
208cbf733b4ef293d2cad1ea9362a6c5,588.0
d5abd4f530da75bf50c11e6b9bd27494,585.0
5dd7d54195453fdd1d6867f1b56a6878,581.0
1fbabaf1474a6a3c5185e15f98b726c9,580.0
baccfed6dd4ad7f4ae405d3f656645f1,576.0
6100ce52bc388ae05afaea8481ff476a,576.0
f373a153656dbe07a538d6290f0e8c1d,573.0
e3a1eae69d4981fb0d6bc450b873a120,569.0
e484a18cccd44b4337faa1f997766edc,565.0
dd42c1bf0123c8985ba00cd3c47639fd,565.0
a43ae4f13622a13784ed04c8a63f7c6a,549.0
c0d2be9331aa0b0d965ea900e496fecb,545.0
5418ec012e36927741ee532da21d2880,541.0
d7f910f860d2a58b593f09522811486c,539.0
49e3a515396839e87e9b11e77f5efe8e,535.0
f0242b98fd96a9642f3a48c7e70fc536,534.0
058c15dee3a122ecfa2c2a54ac8b85aa,533.0
95af5c4e297a2697a1ffe568e7e6191e,522.0
f8c827bdd00b21377b2342061a66bc4f,522.0
e94e81ff6ca7de84ec38b20e2ef3373d,519.0
6a7ce89e2284702af480f7e9d391120d,515.0
0e1805b6f9f5064b08617d7cff15de11,509.0
6f70b35e0bd7c82789c35acd77050159,508.0
3ef395c67c6e10522ecad54e8f020660,507.0
f7c379b19d326b046a0c992a59540cce,504.0
4ad8adccd0fbe21732b94261fcce197d,494.0
9e0ef9ec39885ce0095f05a83ed8b0ae,494.0
c581a9f0eda9b2900f480217bcf20745,491.0
10bfb307c2e849282ee4bbbd0e56a230,487.0
e4cbd8ddc5ec84181bd72986ccd97222,487.0
8b9c7f4025ead6ddae5ac5710d12c70a,481.0
f0e0ddbcb958b0ac210b2c6a10474a1b,480.0
1b96915169f636e9da13cd64967a2a3d,478.0
b11569e18ae7d3fa9557f6285f92835e,477.0
211376054811ded733dd58fa013cb02c,475.0
6f244afdd6cacc072e6b6a68be321ca1,469.0
fdd58729a0802743d7977dcabb1c5b4b,456.0
b984f4db5d8e63df579517b5511157c3,452.0
8c17d083b2c130c6bcfe6ae0e1969c40,451.0
3c56e1d5e0ac972795358358e4eb82f1,449.0
d1e0ddf7ec520635b0c9f7bab0d37bb5,449.0
0a065b1a4ad0ad9b0307f14b84d105c6,448.0
e4fb88b5fa8cb279dad7eae0cb73d640,448.0
4f9e44c4bd14ac7ff5c1add0e4d5085d,448.0
dfeb8f416c9abf7d8fe9ea4f1d5eca15,442.0
2d39b1dd615ddf572aae53b2d9a45385,440.0
bdea31044e511f46b71dc2e49e176fdc,437.0
ed470262c87a7b1e4b4cd10bf9ec23d6,432.0
abf5657268949fc8cc158d0733405bfd,423.0
68a6ace239f727e8cd4e84063cdbc807,418.0
947768a99fc4199e845f1f3c3b1fa5a0,414.0
9a478eefeae80ca9295f0550a7e2d288,414.0
c9326b5f335b86daa0e9fa6395eaf344,412.0
bf09724eaa18d16de2ff1508603cf0aa,406.0
6211320c05423a883dedcafc7e2600a6,395.0
c2133aec41d02041f8e6068970731fbc,391.0
668c5898c2d8aee446f1ef06a175da3b,391.0
ea6f448d68e57576d4069957d1823dee,391.0
f70cf309db6d28a69929e14cd996a580,388.0
ba10d22ccab222aaafce6ebcf9e6e02c,388.0
adf26b0e47ce0c451c44a73f170a9a7e,383.0
4b26a657ddece5af64c29ccd54ef8f05,381.0
353d2bc29a8a27f07896db0cf219573c,379.0
77e6d61fed651fe47e1083683aa8911b,371.0
9ab0e040a5b4621cd0d18e8a94847737,370.0
99425db705a2398cbcad95ad55aa6dba,370.0
e369f34c310af3e38bb8c597912d599e,367.0
89d768f0c618c201992518b538428080,364.0
31bb29f33579b3e95d0c983f21115ab0,361.0
049858b39b4c1d248746b90129cb90ca,361.0
84a6ba85fd90d2c26ee30569a8950c8f,359.0
77840e1113c3b4d510521c9d5faf9b81,347.0
ddea21f089c474c2ecf8fb1b28be3712,347.0
727584ee5dd7560bffc6fbaf295b107d,341.0
345730cba16282c944b0d72aeae0c8d5,337.0
04824b54ef61337f38e20ff83ae68fea,336.0
15409e4da3293d63a710af323c41d2d8,334.0
aabb59e8f37676f42a5b06da1bc851fa,329.0
95482a490fdc9ff7be0ed9423d6f7424,326.0
45211a54e9ed8a71f9d7db2c96dbfb97,322.0
b79a0f58f1c44217fdaaab4252860642,320.0
fecd0f16c0beafa5d8c936e38d893bc5,315.0
ca4d64ebd886239e8ba2e2a2d4d38374,314.0
452fe10aff17eef5b46b6ce6edfecedb,311.0
868df92d3e3087945f80d5a585e93952,309.0
45f187378ff12dca0e3988338cbd0ef2,303.0
800d3c2f509b6af72d5b93bd302c3e0a,302.0
4c8f0e082b62d5d869aa9497fc409497,295.0
464f7dc0bbff491f3af6047498e1d64a,293.0
d08c245b6559bfc0d5645cc61c3a60bb,292.0
53397c83b37c6ba20f5e9a3e0b12a639,291.0
5b254a287d3462ec4408ea89fc23cd1a,287.0
437d018a2c5bb9276529de6bd918337d,283.0
14e82cd7bc2ba0d4efe2afc2b8e787a1,283.0
516b63794dfc1fd188406bb67b00f466,270.0
2ccc03ad54c88df75dbf8bec50b2bb8d,268.0
464884547132af6c5952609233509256,267.0
f8ba3b121b7e1c3703fad16432fc70da,266.0
cffb816b093f5170a48fc875f2e97d37,263.0
728db31a5e16d1144c96698bbd2ced02,263.0
3c167abd1f0412270f389b31cfc7e4b7,258.0
6395f74550d74798ab008f552f20b997,256.0
d1034f0fdb72e73d4b2421c41a1e4ee0,254.0
605068ead096f627a028089df254b66f,251.0
034c53d37065f3e0d78fe5f9994d4101,251.0
83003d6d823570b1662f93e7975c9dac,247.0
f025ecb215aefb80e1effd7f4e1c234a,245.0
2601b5d574daf1d06157e7689ae96e76,244.0
e6753324601dcc860153e69c7bc80728,243.0
d09c067799ea637186251fd164d5996f,242.0
cc9c70b71bdff79d768336bd0b5b00d0,242.0
1cb150d41abb23230d22cf0cd58ed3e0,240.0
5afa1d37ffcbe23d63af078c5a6b6540,239.0
bbbfd3b98dd07867d53ce24b3eaf55be,238.0
12b80feff8d72c04eb57b8ee18799926,235.0
bf995165fac317ba10a0018a52743ade,233.0
aa201b27c9d91a38ff08a3e0a5760058,232.0
d96505d493c3e397d7f459f94582bd6f,227.0
3d73545a642a5378d5239fa3112dc8b9,224.0
2276f57de786829f531ce5bcbe0ee2e1,224.0
fa14446f7c2501f63a5e4cb110d3323a,220.0
af4988c30a8b77cdce8d1e38a1e22bd2,219.0
ea4bd3df88713f05d232306387c419f9,216.0
169fc6bc132adf268725fffc5d92e0f4,212.0
bf544d69306ad23475dd271a7c1631ab,210.0
59b670870506d5090b06010765618cdb,204.0
8a5ed436e4006131193c458ed36fdcdc,202.0
3e1989504c0ae86229821d6bcde5e59b,201.0
f599100b151e183e163dc92641702a55,200.0
b6e08425c79570ddd2aa2f60ed03acd5,198.0
71b91613426dba5999b26f23bdb12e6b,198.0
2f92ed20c350707b08fe4e01854ec687,198.0
19116301299deb77b871801677a04b70,192.0
faa7f1b29e898476a1d829dc7f7d7020,192.0
0d4c9b082383879175cd4bbeafb71f54,190.0
f05c4f33f133e4f4489da259e02b86f8,186.0
349cd1fca44c1a9309a2eaf8e1a02618,185.0
f6d3d64c35c8629f5f94dfb988bc69d0,182.0
10808826d1cf8b6b863242c7b3a3b50a,179.0
d02762776034f80d68f909dd4e03dbe6,178.0
87bb8a4278137d4d0627d3ef08a17693,178.0
d69b016c80a82e408f7cbc9cd88e21b6,178.0
0da311d01a95dd2e56ee7200aabd537c,177.0
705ae40e70cb150050e7cf240d266148,176.0
1d8f2ed1b65f3b805cda039a316abe6b,174.0
99542efa70fce92246a6aed08f1c28d9,171.0
414d91fcfcae27f25484d0aece56def1,170.0
3f349eebf08be2b5bcda565e8a0c6df8,168.0
183862c95b34160708ce9e8d21c8725b,166.0
33dd30dc783441b3f7c06cf018130216,164.0
fc8e1c651b3b246d597a9c86e83c42f8,162.0
f76d059af0a4503e8c79b36308a0d376,162.0
895f8b851f1db3a6114d398458ebf8a7,160.0
90f83be25965caca318191a715823a9b,157.0
38a2fc846e4bcffbc8de1fc48cdba5b0,149.0
8dcdbd2f9e46f4f63a3f20fde659ce3b,147.0
8d31def86eca6279b49c86c909a8cf6d,144.0
cc717356a124ce72cde8477ff132b8b0,142.0
af04862ea068cc5924740312009cdd10,140.0
988453ccc5a1e79bcd57aec1dd5485d5,138.0
4baaf58200342f34749caf1d9740fb0f,137.0
11a06017b4e373a3c28cc0679f4eae6a,136.0
f21bb2d37c2b58d9d7152498f06c20a2,124.0
0e6468d0511fa39cd6a9d206aba33b7c,122.0
d929eec398b244d0eed332adf26a6b9f,116.0
076079b4899143b03cfa48ef9c1b5d5e,114.0
18d311a9dc960ae331499372a9f8c55d,113.0
c09d2b9459f4c33943b47033d2fd3a11,113.0
282324606c083f8ac9d39595f10ae7de,113.0
5c7ea6c93a7c278deff6a61e2dcc07b0,113.0
a7c39079d13ad37a3f6b458f602cd28c,113.0
7109ef7ac88db5fab3a2ec12b7e35e82,112.0
eeb51d5654a628973208f06b82863323,110.0
45ba1844b3274368a1e717e4bb4d70a2,110.0
d2dafe11a96f0335b84677c0d6963024,109.0
2bebbbb79a6e70e9700250d727cd4d56,107.0
21d46a84b6af80f4f9c6036edda2d34e,106.0
506221561fd502440aed6b0b5f57831f,105.0
f8e70bc70fc25a1094d4da9bb031ea5b,104.0
0f4bb5d6e9eeb8948667155794b29b6a,102.0
172e0e0123b1edb36c455484c09b721a,101.0
8a416bad821ca95447847b0d576f4175,99.0
3fc63a54d8f041f16a1b9457efb9e7e4,99.0
6d16fc832076ad6082293d9039dd2506,97.0
78bdbab573a151bfa82bb8aaae6dd733,97.0
8d8857d287f2a56027a34bd5677e88f9,96.0
7ced5a87b11f0d70069909735ae46e98,96.0
f0d3db044cc0f6de1b265ed2cd9ef626,95.0
362e35f8f2ae090c45d336f1a1959dd9,94.0
e587219566d7df34535d08855d6b32b8,94.0
ec10b22bc169ba3a34cef085c4a59f39,93.0
d578fe82c7afc5f5faae778506cee7db,92.0
5af8a32f5b26ad7e42bb0f7936e3d352,92.0
3311d7b78c958eb4f7610a8137428b58,92.0
216b481a1adfb03c936c01c81e7821ce,91.0
c8243e5cc77ec425cb3e94c8a2387af8,91.0
8ad815dfb31d3d93f5a5ae92ff295062,89.0
7ab8c6141e588963137f3c1f1f8f645c,88.0
91a416cfe530695b7d4e95942c355dcf,88.0
ed14394670307699afa9fa9b73112aa0,88.0
e69338a8cf4d829cc0bb57c64b803ba8,87.0
d90330110dd79c574f3a486dfe3a9603,87.0
017e335589cc0be45fb02b8110993765,87.0
c1009d0eae93a8746f9bce2a6e3f5499,86.0
a1d3d62fff04a736d2250eb7810778aa,86.0
87bec0a0bc0c6152f8dfb0122206c4c9,86.0
71b96767cff94af24f2e699193ca4ced,86.0
1de11e8cbe91888d6602840e171186bd,85.0
e578010513d3d7b8a67387dde6c3ad2e,85.0
da3f333caae4d11fc0806a4c95b9b18b,84.0
9a5aabfdc3fb5c8ae5dfb0906e365445,83.0
eb8dc114c8b198499e1b96f06bcd4735,83.0
745a5711879a43a789b693613a57fcc7,81.0
fd0ca479e38e2c3b2ca1b589a046100f,81.0
f4710ed77932387edd582bf5bb90ccfc,81.0
0414f8c13074f6ed0cd23bb078b9925b,81.0
e78746e99a6d83abe1533869d481cf3f,81.0
a6d49e2fa4b9bd9f7cb3744077fd28d1,80.0
705682b06c2ac07ea44ac61d30c9c50d,79.0
dc738412d0ed6156bdf078011d1ab50d,79.0
8557bdc11234256bfcd64ea0c46ec59b,78.0
56baeafc64d557ab7cfa1a77a1da2053,77.0
382747fbfa54e7dce07b8cc1617a9111,76.0
3d31a7be16d4f98aa9bef06a5eeaa652,75.0
94d74d06eaf69c1945f1474c4a9b23ef,75.0
83c530c316b6ee865412307450d8c270,74.0
5d5f86498f25d9c8795b581038ada009,72.0
5cf7d07bf6900f9dba961adfd34ee86b,72.0
ac4820650ac3a12bdf9f99ccc4fbf080,71.0
ed021602fcd9a0a889c425c5e51ecb5c,71.0
3550f85d241377233f402ed123cbbaa2,67.0
460d7845bf974aa08c12e020e718747f,67.0
4deee5a237160b2d719dd0113d8862e7,65.0
fca503533c3e5cc9fcba05b598ac555e,64.0
607a02787b04537fdd2ba5aa6d276be8,63.0
286e99689e21e2d4740185a02a153dc1,62.0
2fd6dff50fc31a54910a5b77c6b52451,62.0
79c8e671b07a4d2ab1515aab150588f4,62.0
f60a9785e45caa53aa47ff3a61dbacd0,61.0
4a83809be374811d2160d81997380af5,61.0
e3d1aa58ebe3f3285813b035fb5ac292,60.0
db1dc0e8956fcb557e7a34d59aa52116,59.0
ca2c36b59abd2aa05f77a1c8fa7e5a6c,59.0
d7441c64ed03fa9c070706707b271358,59.0
5a6f1fe99ac07ca7a8f704fcbfe074ef,58.0
3769c812bbaf29a1dc71d5c77aa1eda6,57.0
6315082a3dc89c83a41d9e8c8a915a5c,57.0
ca3b4024d911edb67d164989511d8c41,57.0
2bd877e085f4c5dd041111b8c08d46ef,57.0
818cd56332fd58a11cba1421c3bd6642,57.0
0fca3632546cc0489633c145471b3c40,55.0
5b0b5182b6c809e5132095b27ef6e1a2,54.0
f448c986a17fab2e4a73797995105d0c,53.0
25af465d7d1092cb837196d16439dc52,53.0
622629ca270d3605c02a0c565b9f8e7c,53.0
f9ac6c35d725c3224e6882fbe265d8f3,52.0
a1b0cfb724fa6ba18da8c99aa7f07d20,51.0
19b8cdcf8c41905c02468cfcbaa3e141,50.0
dfe64b553a6b96c322146e6a312a9cb4,50.0
e15dbdbc791dd2ab8d7c98aa310f4331,50.0
145cdeba1062b43445cbc0aae46a7ec4,50.0
37f2dd05923e4432e21abc04aea06ce5,49.0
8f9b4549ae22c90db9fde1ebe22ae611,48.0
0de7c705e9bdab3032893ff22425c362,48.0
8b3a3f746dd34e4ce64224d0edbe54de,47.0
b20bd3552243564a8a88b7ab99d439d2,46.0
d9193ad1bce1371f2d4a286b365f948c,46.0
167e0abe134034e69ba6ff91fb517c45,46.0
8ec61b13fa480f80ed70a3bc6c2328c5,46.0
0a5e01bb6b9b4e237b9bf3dd5ce6958b,45.0
160c820e3974bb4ee1baee9b80ec3401,44.0
4e4231e5758497fa72a47266f382bb5d,44.0
0ff04f346b07a463808dd86ee7ce7c35,44.0
d892baf4e3dedbeeafa0eceaabae7432,44.0
5bccd0f4e28c4567ff994c184770f7a8,44.0
7a2560ce03e750d7987e2a501c446405,44.0
c6b1c6822830c9a3c875491db75cec04,43.0
a02e841ccc3efc72d5fb9d4ce8b59807,43.0
9000469bca9402b0fcaa034dac1817af,42.0
